posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 17-Feb-22,Jora Jobs,Customer service executive,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Customer Service",Human Resources Management / Consulting,1 - 50 Employees
Posted on 16-Feb-22,Penang Adventist Hospital,Patient Support Ambassador,"MYR 2,500 - MYR 3,000",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Customer Service",Healthcare / Medical,1001 - 2000 Employees
Posted on 19-Feb-22,Robert Bosch (M) Sdn Bhd,Security Officer,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Armed Forces",Manufacturing / Production,1001 - 2000 Employees
Posted on 12-Mar-22,AGENSI PEKERJAAN JS STAFFING SERVICES SDN BHD,AELB Officer (Radiation Protection) - US MNC Company,,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",4 years,Full-Time,"Engineering,Environmental",Human Resources Management / Consulting,1 - 50 Employees
Posted on 21-Feb-22,Atlas Edible Ice Ice (Penang) Sdn Bhd,Operator,"MYR 1,200 - MYR 1,400",Non-Executive,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 24-Feb-22,ASSENT COMPLIANCE MALAYSIA SDN. BHD.,"Supplier Support Associate, Outbound","MYR 3,600 - MYR 4,500",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Services,Customer Service",Computer / Information Technology (Software),501 - 1000 Employees
Posted 38 minutes ago,Advantes Group Sdn Bhd,Site Supervisor (ID/Architectural),"MYR 2,500 - MYR 4,000",Junior Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Building/Construction,Civil/Construction",Architectural Services / Interior Designing,1 - 50 Employees
Posted on 1-Mar-22,Plexus Manufacturing Sdn Bhd,Continuous Improvement Engineer (Industrial Engineer),,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Engineering,Industrial Engineering",Electrical & Electronics,More than 5000 Employees
Posted on 13-Mar-22,Alpha Talent Solutions Sdn Bhd (Recruitment Firm),Sales Executive,"MYR 2,500 - MYR 4,500",Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Contract,"Sales/Marketing,E-commerce",Human Resources Management / Consulting,
Posted on 28-Feb-22,OSRAM Opto Semiconductors (Malaysia) Sdn Bhd,IT Staff Engineer (SAP SCM),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",4 years,Full-Time,"Computer/Information Technology,IT-Software",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 15-Feb-22,Micro-Mechanics Technology Sdn Bhd (182707-X),Customer Service Representative,"MYR 2,500 - MYR 3,500",Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Services,Customer Service",Manufacturing / Production,51 - 200 Employees
Posted on 15-Feb-22,Penang Swimming Club (Kelab Renang Pulau Pinang),General Manager,,Manager,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Hotel/Restaurant,Hotel/Tourism",Hotel / Hospitality,51 - 200 Employees
Posted on 13-Mar-22,Hotayi Electronic,Material Handler,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 12-Mar-22,Jabil,Supply Chain Development Manager,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,TAN KIAN HUAT FISHERY SDN BHD,OPERATOR,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",,
Posted 12 hours ago,SYARIKAT S DIN,INVENTORY ASSOCIATE,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,More than 5000 Employees
Posted 13 hours ago,Micron Semiconductors,Intern - Business & People Partner,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,PEN-CLASSIC INDUSTRIES,Store Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,GOLDEN AERO WOODEN MANUFACTURING SDN. BHD.,Production Worker,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Telesales/Telemarketing",,
Posted 12 hours ago,AEM Microtronics,Planner,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 13-Mar-22,Sunrise Coating & Industries Sdn Bhd.,Purchasing Executive Apprentice Program,,Not Specified,Not Specified,,,"Sales/Marketing,Marketing/Business Dev",Manufacturing / Production,
Posted on 12-Mar-22,Toll Group,Manager BPO - ASEAN Region,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,Micron Semiconductors,Internship Resume Collection 2022,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 11-Mar-22,Toll Group,CoE - Customer Service Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,Emico Penang,Customer Service Executive,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Manufacturing / Production,201 - 500 Employees
Posted on 9-Mar-22,Teong Huat Medical Sdn Bhd,Purchasing Executive (Junior),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",BioTechnology/Pharmaceutical/Clinical research,51 - 200 Employees
Posted 12 hours ago,RIWAJAYA CORPORATION,general worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Marriott International,Receiving Assistant,,Not Specified,Not Specified,,,"Admin/Human Resources,Clerical/Administrative Support",,
Posted 12 hours ago,AEM Microtronics,Assembly  Supervisor - 1  Year  Contract,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 11-Mar-22,Manpowergroup Malaysia,Procurement Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Consulting (Business & Management),51 - 200 Employees
Posted 13 hours ago,Mnosys,Sourcing Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted on 9-Mar-22,LVIO Precision Sdn.Bhd.(Penang),Production Planner,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Heavy Industrial / Machinery / Equipment,51 - 200 Employees
Posted 12 hours ago,Lam Research,"Supv 2, Production Control",,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,STG SOUTHERNPAK ENTERPRISE,Mover & Packer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,GLOBAL INDUSTRIES SERVICES,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 13 hours ago,Micron Semiconductors,NPM Intern,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,JCK FIRST GRADE SDN. BHD.,Delivery Man,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",,
Posted 12 hours ago,EMBATECH,STORE / WAREHOUSE CLERK,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Environment/Health/Safety,1 - 50 Employees
Posted 12 hours ago,Lam Research,Manufacturing Manager,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted on 10-Mar-22,SCHENKER LOGISTICS,OPERATIONS ASSISTANT (PENANG BASED),,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Transportation / Logistics,1001 - 2000 Employees
Posted on 8-Mar-22,Savelite Engineering Sdn. Bhd.,Purchasing Clerk/Officer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,1 - 50 Employees
Posted 12 hours ago,Win Men Biotech,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 12-Mar-22,Toll Group,CoE - Claims and Commercial Coordinator,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,BRITISH DENIM SDN. BHD.,Packaging Assistant (Immediate Vacancy),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",,
Posted 12 hours ago,SYARIKAT S DIN,INVENTORY ASSOCIATE,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,More than 5000 Employees
Posted 12 hours ago,PAN NORTH PLASTIC INDUSTRIES,Quality Controller,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 10-Mar-22,Kuehne & Nagel,Air Logistics Pricing Specialist (Malaysia),,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Transportation / Logistics,201 - 500 Employees
Posted 12 hours ago,Lam Research,Product Change Analyst 4,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted on 12-Mar-22,Toll Group,Finance BPO Specialist,,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,General/Cost Accounting",Transportation / Logistics,1 - 50 Employees
Posted 13 hours ago,GST FINE FOODS,PRODUCTION OPERATOR,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Consumer Products / FMCG,1 - 50 Employees
Posted 12 hours ago,Jaya Sarana Engineering,LORRY DRIVER CUM GENERAL SERVICE,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Construction / Building / Engineering,51 - 200 Employees
Posted 13 hours ago,UA Materials Sdn Bhd,Sales Coordinator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,Yew Chian Haw,Video Shooting and editor,,Not Specified,Not Specified,,Full-Time,"Arts/Media/Communications,Arts/Creative Design",Food & Beverage / Catering / Restaurant,1 - 50 Employees
Posted on 7-Mar-22,Plexus,Officer - Demand Analyst,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,Daviscomms,ASSISTANT ENGINEERING MANAGER,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Electrical & Electronics,51 - 200 Employees
Posted 12 hours ago,WAHBO,OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,1 - 50 Employees
Posted on 9-Mar-22,Jabil,Line Manager Sr,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,LCL FROZEN,WAREHOUSE OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 11-Mar-22,Emico Penang,Store Keeper,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Manufacturing / Production,201 - 500 Employees
Posted 12 hours ago,ZONTRON PHARMACEUTICALS,SALES CLERK,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Chemical/Fertilizers/Pesticides,51 - 200 Employees
Posted on 7-Mar-22,Plexus,Unit Manager - Program Management,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,Micron Semiconductors,RBA Specialist,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",,
Posted on 11-Mar-22,FINOMAX SDN. BHD.,Kitchen Helper,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,1 - 50 Employees
Posted on 11-Mar-22,VICTORY FARM AT ROOFTOP SDN. BHD.,AGRONOMIST HYDROPONICS,,Not Specified,Not Specified,,Full-Time,"Sciences,Agriculture",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 8-Mar-22,IBIDEN Electronics Malaysia,Schedule Waste Techincian,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 4-Mar-22,Mechmodule Technology,Purchasing/Procurement Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 10-Mar-22,Green Island Feed Mills,CHEMIST,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Marine/Aquaculture,51 - 200 Employees
Posted 12 hours ago,G-SHANK ENTERPRISE,ASSEMBLY OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted 13 hours ago,BSS SUCCESS SOLUTION SDN. BHD.,TeleMarketer,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",,
Posted on 9-Mar-22,Intel,Engineering Planning Integrator,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 12-Mar-22,Jabil,Enterprise Solution Specialist,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",Electrical & Electronics,More than 5000 Employees
Posted on 3-Mar-22,UNITED CREATION PACKAGING SOLUTIONS (JH),Assembly worker,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Jabil,Global Commodity Quote Analyst,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted on 2-Mar-22,LYE IMM MANUFACTURING,PACKING OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",General & Wholesale Trading,51 - 200 Employees
Posted on 2-Mar-22,GB Chemical,Storekeeper,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Chemical/Fertilizers/Pesticides,51 - 200 Employees
Posted on 5-Mar-22,Inventec Appliances,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 12-Mar-22,Dell,Global Business Operations (GBO) Business Technology & Enablement ~ Readiness & Adoption,,Not Specified,Not Specified,,,"Sales/Marketing,Sales - Corporate",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 6-Mar-22,Big Pharmacy Healthcare,Dietitian / Nutritionist (Jelutong),,Not Specified,Not Specified,,Full-Time,"Healthcare,Pharmacy",Healthcare / Medical,1001 - 2000 Employees
Posted on 4-Mar-22,Western Digital,Manufacturing Support,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted on 9-Mar-22,Season Malaysia Manufacturing,Production Operator (ems),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 3-Mar-22,Emico Penang,Line Leader / Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 9-Mar-22,VENTURE ELECTRONICS SERVICES,Administration Assistant,,Not Specified,Not Specified,,Part-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,1001 - 2000 Employees
Posted on 5-Mar-22,Honeywell,Assembler - Level 2,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Telecommunication,201 - 500 Employees
Posted on 6-Mar-22,BENWOODS INDUSTRY,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,
Posted on 7-Mar-22,Plexus,Program Officer/Administrator,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,Jabil,security coordinator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted on 4-Mar-22,Renesas Electronics,REPG : Test Operation Senior Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 11-Mar-22,Wonway Manufacturing,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 2-Mar-22,BAN HEANG,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",General & Wholesale Trading,51 - 200 Employees
Posted on 4-Mar-22,Tan Chong Ekspres Auto Servis,"Assistant, Parts (Body & Paint)",,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Automobile / Automotive Ancillary / Vehicle,More than 5000 Employees
Posted on 25-Feb-22,Flex,Assistant Planning Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,1 - 50 Employees
Posted on 7-Mar-22,Iconic Medicare,OPERATOR KILANG FACE MASK,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Healthcare / Medical,201 - 500 Employees
Posted on 3-Mar-22,AirAsia,"Executive, Commercial Operations (Northern Region)",,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,General/Cost Accounting",Aerospace / Aviation / Airline,More than 5000 Employees
Posted on 5-Mar-22,99 Speed Mart,Storekeeper(Penang),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",General & Wholesale Trading,More than 5000 Employees
Posted on 4-Mar-22,Celestica International,"Analyst, SCM Data",,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,2001 - 5000 Employees
Posted on 9-Mar-22,AT Precision Tooling Sdn Bhd,MACHINE OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 1-Mar-22,SRI TANJUNG MEDICARE,Operation Manager,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Hotel/Tourism",Healthcare / Medical,51 - 200 Employees
Posted on 11-Mar-22,AGCO GSI,Internship for Sales Support,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Manufacturing / Production,51 - 200 Employees
Posted on 5-Mar-22,IKEA,Health & Safety,,Not Specified,Not Specified,,Full-Time,"Engineering,Environmental",Retail / Merchandise,1 - 50 Employees
Posted on 10-Mar-22,Greatech Integration,HR & Admin Executive (Recruitment),,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",Manufacturing / Production,501 - 1000 Employees
Posted on 10-Mar-22,Greatech Integration,HR Executive (Recruitment),,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",Manufacturing / Production,501 - 1000 Employees
Posted on 5-Mar-22,Toll Group,"Business Process CI, Data Analytics & Solutions Specialist",,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",Transportation / Logistics,1 - 50 Employees
Posted on 10-Mar-22,TRANSAIRMARINE FREIGHT SERVICES SDN. BHD.,"Accounts Clerk (GEORGETOWN, PENANG)",,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,General/Cost Accounting",Transportation / Logistics,51 - 200 Employees
Posted on 16-Feb-22,AMD,SMTS Product Development Eng.,,Not Specified,Not Specified,,,"Engineering,Electronics",Law / Legal,1 - 50 Employees
Posted on 16-Feb-22,Flex,IT Business System Analyst,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Software",Electrical & Electronics,1 - 50 Employees
Posted 12 hours ago,TrackR,Technical Buyer - Technical,,Not Specified,Not Specified,,,"Engineering,Electronics",,
Posted on 9-Mar-22,Jabil,Assistant Finance Manager,,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,General/Cost Accounting",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,City-Link Express and Logistics (S) Pte Ltd,Credit Control Assistant,,Not Specified,Not Specified,,,"Accounting/Finance,General/Cost Accounting",Transportation / Logistics,2001 - 5000 Employees
Posted on 17-Feb-22,Grov Design Studio,ID Project Site Supervisor,,Not Specified,Not Specified,,Full-Time,"Building/Construction,Architect/Interior Design",Others,
Posted 11 hours ago,GREENTECH CONSTRUCTION,QAQC Engineer @ Batu Kawan/Penang,,Not Specified,Not Specified,,Contract,"Building/Construction,Civil/Construction",Construction / Building / Engineering,1 - 50 Employees
Posted on 24-Feb-22,BRISDAC TECHNOLOGY,Production Trainee,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,51 - 200 Employees
Posted on 24-Feb-22,Ixora Hotel Penang,MARCOM Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Hotel / Hospitality,51 - 200 Employees
Posted on 24-Feb-22,PRODELCON,Sales Coordinator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Eng/Tech/IT",Manufacturing / Production,201 - 500 Employees
Posted on 2-Mar-22,Cisco Systems,Data Analyst (Full Time) - Malaysia,,Not Specified,Not Specified,,,"Computer/Information Technology,IT-Software",Computer / Information Technology (Software),
Posted on 5-Mar-22,Western Digital,Assembly Process Technician,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted on 5-Mar-22,Intel,Product Development Engineer,,Not Specified,Not Specified,,Internship,"Engineering,Electronics",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 7-Mar-22,Bosch,Production Trainer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 16-Feb-22,ESSENCE FURNITURE SDN. BHD.,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 19-Feb-22,MAHMOOD SECURITY,Cctv Officer,,Not Specified,Not Specified,,Full-Time,"Services,Armed Forces",Environment/Health/Safety,
Posted on 16-Feb-22,MIAMI BUTCHER HOUSE SDN. BHD.,Delivery Truck Driver,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Food & Beverage / Catering / Restaurant,
Posted on 18-Feb-22,VICTORY FARM AT ROOFTOP SDN. BHD.,Corporate Sales Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 18-Feb-22,GLOBAL TEAMGROUP,Operator Assembly/SMT Kilang Elektronik,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 17-Feb-22,Grov Design Studio,Admin Executive/Officer (Madarin Speaking),,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Others,
Posted on 18-Feb-22,Flex,Program Administrator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Electrical & Electronics,1 - 50 Employees
Posted on 15-Feb-22,FINOMAX SDN. BHD.,Service Crew (Penang Island),,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,1 - 50 Employees
Posted on 25-Feb-22,NIBONG TEBAL PAPER MILL,OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 21-Feb-22,MAGICAL LOGISTICS,SALES MANAGER,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 23-Feb-22,SF METAL,QA EXECUTIVE,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,BRISDAC TECHNOLOGY,Production Trainee,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,51 - 200 Employees
Posted on 16-Feb-22,VICTORY FARM AT ROOFTOP SDN. BHD.,Corporate Sales Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 22-Feb-22,Company Confidential,GENERAL CLERK,,Entry Level,Primary/Secondary School/O Level,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",,
Posted on 16-Feb-22,BM Trada (Penang) Sdn Bhd,Operation Executive,"MYR 3,500 - MYR 4,900",Senior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Services,Customer Service",Consulting (Business & Management),1 - 50 Employees
Posted on 15-Feb-22,MeHow Medical (M) Sdn Bhd,Tool Maker,,Junior Executive,Professional Certificate,2 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 7-Mar-22,Iconic Medicare,Purchasing Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Healthcare / Medical,201 - 500 Employees
Posted on 22-Feb-22,Han Te Industries (M) Sdn Bhd,SUPERVISOR,"MYR 5,000 - MYR 8,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Engineering,Chemical Engineering",Manufacturing / Production,51 - 200 Employees
Posted on 19-Feb-22,Dell Global Business Center Sdn Bhd,Facilities Management Consultant,,Senior Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",12 years,Full-Time,"Manufacturing,Maintenance",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 17-Feb-22,Plexus Manufacturing Sdn Bhd,Manufacturing Section Head/Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted on 16-Feb-22,Toray Plastics (M) Sdn Bhd,Superintendent (11 KV Chargeman),,Junior Executive,Professional Certificate,1 year,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,1001 - 2000 Employees
Posted on 2-Mar-22,KOMIC ENTERPRISE PLT,Retail Assistant cum Public Relations,"MYR 1,800 - MYR 2,000",Non-Executive,Not Specified,1 year,Full-Time,"Services,Customer Service",Retail / Merchandise,1 - 50 Employees
Posted on 16-Feb-22,Venture Electronics Services (Malaysia) Sdn. Bhd.,Process Engineering Manager (Penang based),,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",6 years,Full-Time,"Engineering,Electronics",Manufacturing / Production,1001 - 2000 Employees
Posted on 14-Feb-22,SH WORLDWIDE LOGISTICS SDN BHD,CUSTOMER SERVICE OFFICER,"MYR 1,500 - MYR 2,500",Junior Executive,Not Specified,1 year,Full-Time,"Services,Customer Service",Transportation / Logistics,201 - 500 Employees
Posted on 16-Feb-22,Agensi Pekerjaan Line Recruits Sdn. Bhd.,SALES  ADMIN COORDINATOR,"MYR 3,000 - MYR 3,500",Entry Level,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Human Resources Management / Consulting,1 - 50 Employees
