posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted 12 hours ago,EM IMPEX VENTURE,SUPERVISOR,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",,
Posted on 12-Mar-22,Bosch,Analyst,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 11 hours ago,Dr.Oetker Nona Malaysia,Factory Workers,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 13-Mar-22,ITW ECPS,FACTORY WORKERS,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 11-Mar-22,UWC Holdings,Assembly Material Handler,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 10-Mar-22,Flex,Buyer,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,1 - 50 Employees
Posted 12 hours ago,LCL FROZEN FOOD MARKETING,OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",Manufacturing / Production,1 - 50 Employees
Posted on 9-Mar-22,Hotayi Electronic,Purchaser,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 11 hours ago,ACRO RUBBER INDUSTRY,Operator,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",,
Posted on 11-Mar-22,UWC Holdings,Process Engineering Section Head,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,Omega Sofa,Skill Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 8-Mar-22,Plexus,Administrator II - Program Management,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,NEWLINE MACHINE TOOL SDN BHD,Branch Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",,
Posted 12 hours ago,DOMICA FURNITURE INDUSTRIES,Factory Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Jabil,Senior Planner,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 11-Mar-22,PEN-CLASSIC INDUSTRIES,Vacuum Forming Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 11-Mar-22,FOONG CHI MOULD INDUSTRIES,Stock Controller,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,Bridge Trading,General Clerk / Kerani Kilang Bawang,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Lam Research,Tax Analyst 2,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted on 9-Mar-22,Jabil,Assistant Manufacturing Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted on 10-Mar-22,RK South Asia Sdn Bhd,OPERATOR,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Manufacturing / Production,201 - 500 Employees
Posted on 9-Mar-22,Jabil,Assistant Inventory Analyst,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Electrical & Electronics,More than 5000 Employees
Posted on 7-Mar-22,Plexus,Unit Manager - Program Management,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,Jabil,Line Manager Sr,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted on 8-Mar-22,PANAC ADVANCED FILM MALAYSIA,MATERIAL HANDLER,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Manufacturing / Production,51 - 200 Employees
Posted 8 hours ago,HAVANA TRADING,SALES SUPPORT OFFICER,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Wood / Fibre / Paper,51 - 200 Employees
Posted 12 hours ago,LAZADA EXPRESS (MALAYSIA) SDN. BHD.,Delivery Driver With Own Van in Butterworth,,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,Banking/Financial",Others,201 - 500 Employees
Posted 12 hours ago,LCL FROZEN,WAREHOUSE OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,K.N.L. Foundry,Melting and Casting Specialist,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted 12 hours ago,JDB FOOD ENTERPRISE,PRODUCTION OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 8-Mar-22,IBIDEN Electronics Malaysia Sdn Bhd,Storehand,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Electrical & Electronics,501 - 1000 Employees
Posted 11 hours ago,WONDERFUL V&F,Lorry Driver,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,Lam Research,"Supplier Engineer 4, Showerhead/ Pedestal",,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Light Metals Industries Sdn Bhd,MACHINE OPRETORS,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 11-Mar-22,CITY ZONE EXPRESS,IT Officer,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",Transportation / Logistics,51 - 200 Employees
Posted on 11-Mar-22,VICTORY FARM AT ROOFTOP SDN. BHD.,AGRONOMIST HYDROPONICS,,Not Specified,Not Specified,,Full-Time,"Sciences,Agriculture",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted 11 hours ago,TOSHIBA TEC MALAYSIA MANUFACTURING SDN. BHD.,OPERATOR PENGELUARAN,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted on 10-Mar-22,Power Cool Equipments,Commercial Fridge Production Operator Permanent Job,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,UCHI ELECTRONIC,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,201 - 500 Employees
Posted 12 hours ago,FORMPAK INDUSTRIES,PRODUCTION OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,1 - 50 Employees
Posted on 13-Mar-22,MeHow Medical,Operator,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Manufacturing / Production,201 - 500 Employees
Posted on 9-Mar-22,Gold Coin Feedmills (M) Sdn Bhd,Forklift Driver,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 10-Mar-22,Yenher Agro-Products Sdn Bhd,Production Operator,,Not Specified,Not Specified,,Full-Time,"Sciences,Agriculture",Agricultural / Plantation / Poultry / Fisheries,
Posted 12 hours ago,Bridge Trading,Operator Kilang Bawang Sungai Bakap,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",,
Posted on 27-Feb-22,Kuehne & Nagel,Sea Logistics Customer Care Specialist,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Transportation / Logistics,201 - 500 Employees
Posted 12 hours ago,TAHA MEERA ENTERPRISE,Valet attendance,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",,
Posted on 11-Mar-22,Optima Asia Pacific,Apprentice,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Manufacturing / Production,51 - 200 Employees
Posted on 12-Mar-22,Dell,Care APCJ Planner,,Not Specified,Not Specified,,,"Sales/Marketing,Marketing/Business Dev",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 11-Mar-22,SWAROVSKI GLOBAL BUSINESS SERVICES ASIA SDN BHD,Central Services Coordinator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Call Center/IT-Enabled Services/BPO,1 - 50 Employees
Posted on 8-Mar-22,IBIDEN Electronics Malaysia,Schedule Waste Techincian,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 7-Mar-22,Gold Coin Feedmills (M) Sdn Bhd,SKILLED WORKER,,Not Specified,Not Specified,,Contract,"Engineering,Chemical Engineering",Manufacturing / Production,51 - 200 Employees
Posted 11 hours ago,Keysight Technologies,Marcom Sr Representative,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",Electrical & Electronics,2001 - 5000 Employees
Posted on 11-Mar-22,BIZLINK TECHNOLOGY (S.E.A.),Storekeeper,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",Manufacturing / Production,501 - 1000 Employees
Posted on 13-Mar-22,VALEO MALAYSIA CDA,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted 12 hours ago,2dfire technology distributor,Admin Clerk,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",,
Posted on 10-Mar-22,AMI AWANA,Supervisor,,Not Specified,Not Specified,,Contract,"Manufacturing,Quality Assurance",Human Resources Management / Consulting,1 - 50 Employees
Posted 12 hours ago,Lam Research,Assembler 2,,Not Specified,Not Specified,,,"Engineering,Electrical",,
Posted 12 hours ago,SYARIKAT S DIN,SECURITY,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,More than 5000 Employees
Posted 12 hours ago,ISE SOLUTIONS,Juruteknik (Senior),,Not Specified,Not Specified,,Contract,"Engineering,Electrical",,
Posted on 8-Mar-22,JA Solar Malaysia,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted 12 hours ago,Peoplelogy Skill,Corporate Sales Executive /Manager (PNG),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",,
Posted on 10-Mar-22,G HOTEL AND RESIDENCES,F&B Supervisor,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Hotel / Hospitality,201 - 500 Employees
Posted on 2-Mar-22,Toll Group,HR Generalist,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 11-Mar-22,UWC Holdings,Assembly Technician,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 11-Mar-22,UA Materials Sdn Bhd,Sales Coordinator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Manufacturing / Production,51 - 200 Employees
Posted on 11-Mar-22,WAN CHENG PLASTIC INDUSTRIES SDN. BHD.,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,
Posted on 25-Feb-22,3D Instrumentation,SHIPPING ASSISTANT,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,51 - 200 Employees
Posted on 3-Mar-22,SRI TANJUNG MEDICARE,Operation Manager,,Not Specified,Not Specified,,Full-Time,"Healthcare,Practitioner/Medical Asst",Healthcare / Medical,51 - 200 Employees
Posted on 27-Feb-22,Golden Fresh,PURCHASING CLERK,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 24-Feb-22,DSP INDUSTRY,WAREHOUSE EXECUTIVE ( Bukit Mertajam ),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1 - 50 Employees
Posted on 4-Mar-22,Armstrong Auto Parts,HR Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,501 - 1000 Employees
Posted on 5-Mar-22,Western Digital,"Manager, Planning",,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted on 11-Mar-22,CS EURO AUTO,Sales Executive (Basic+  Commissions + Incentive),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",General & Wholesale Trading,1 - 50 Employees
Posted on 9-Mar-22,Berjayapak,Material Handler,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",Manufacturing / Production,201 - 500 Employees
Posted on 8-Mar-22,Emico Penang,Quality Admin,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",Manufacturing / Production,201 - 500 Employees
Posted on 11-Mar-22,UWC Holdings,TECHNICIAN ( INDUSTRIAL ),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 7-Mar-22,Bosch,Internship in OSP team (Account Payable),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1001 - 2000 Employees
Posted on 11-Mar-22,MUTIARA BERSATU ENTERPRISE,Storekeeper,,Not Specified,Not Specified,,Full-Time,"Services,Armed Forces",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 8-Mar-22,Western Digital,Facilities Manager - Site Services,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted on 10-Mar-22,GUH Circuit Industry (PG),Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 7-Mar-22,TONAH TRADING CO,LORRY DRIVER,,Not Specified,Not Specified,,Full-Time,"Others,General Work",General & Wholesale Trading,1 - 50 Employees
Posted on 11-Mar-22,Nuko Marketing,General Clerk,,Not Specified,Not Specified,,Full-Time,"Arts/Media/Communications,Arts/Creative Design",Advertising / Marketing / Promotion / PR,1 - 50 Employees
Posted on 9-Mar-22,Orthomedic Innovations,CNC Milling Programmer Specialist,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Hanson Quarry Products,FOREMAN - Butterworth,,Not Specified,Not Specified,,Full-Time,"Building/Construction,Civil/Construction",Manufacturing / Production,1001 - 2000 Employees
Posted on 6-Mar-22,LONGCANE INDUSTRIES,SALES COORDINATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 5-Mar-22,Western Digital,Senior Information Security Analyst - Insider Risk,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",Electrical & Electronics,2001 - 5000 Employees
Posted on 9-Mar-22,GOLDEN SHINE BEAUTY CARE PRODUCTS (M) SDN. BHD.,E-commerce Marketer,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Grooming / Beauty / Fitness,1 - 50 Employees
Posted on 2-Mar-22,BAN HEANG,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",General & Wholesale Trading,51 - 200 Employees
Posted on 2-Mar-22,GB Chemical,Operator (Male),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Chemical/Fertilizers/Pesticides,51 - 200 Employees
Posted on 3-Mar-22,VICTORY FARM AT ROOFTOP SDN. BHD.,Agency Development Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 20-Feb-22,RUHO CORPORATION,Forklift Operator,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Manufacturing / Production,51 - 200 Employees
Posted on 27-Feb-22,CCB Medical Devices,ASSEMBLY/MANUFACTURING OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 25-Feb-22,Iconic Medicare,Customer Service Executive,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Healthcare / Medical,201 - 500 Employees
Posted on 20-Feb-22,RUHO CORPORATION,Storehand,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Manufacturing / Production,51 - 200 Employees
Posted on 2-Mar-22,Flextronics Systems (Penang),TOOL CRIB ATTENDENT,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,More than 5000 Employees
Posted on 27-Feb-22,MediEn,Customer Service Assistant,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Healthcare / Medical,1 - 50 Employees
Posted on 19-Feb-22,Honeywell,Procurement Buyer II,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Telecommunication,201 - 500 Employees
Posted on 24-Feb-22,DEXCOM (MALAYSIA) SDN. BHD.,Process Analyst,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,2001 - 5000 Employees
Posted on 2-Mar-22,Prestige Dynamics Industries,DRIVER,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,201 - 500 Employees
Posted on 6-Mar-22,Western Digital,"Manager 4, Project Management",,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted on 4-Mar-22,Armstrong Auto Parts,Operator,,Not Specified,Not Specified,,Contract,"Engineering,Mechanical",Manufacturing / Production,501 - 1000 Employees
Posted on 18-Feb-22,HALIZA INDUSTRIES SDN. BHD.,Production Clerk,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,
Posted on 23-Feb-22,PEN-CLASSIC INDUSTRIES,Vacuum Forming Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 4-Mar-22,SENG CHONG PRECISION SDN. BHD.,Operator Pengeluaran,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Heavy Industrial / Machinery / Equipment,51 - 200 Employees
Posted on 23-Feb-22,UNITED CENTRAL ALUMINIUM SUPPLIES S B,Supervisor,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Hotel/Tourism",Manufacturing / Production,201 - 500 Employees
Posted on 18-Feb-22,Toll Group,Group Procurement Operations Specialist,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 5-Mar-22,MUTIARA BERSATU ENTERPRISE,Pengurus Stok,,Not Specified,Not Specified,,Full-Time,"Services,Armed Forces",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 3-Mar-22,Unimech Group Berhad,General Clerk,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Heavy Industrial / Machinery / Equipment,1 - 50 Employees
Posted on 28-Feb-22,OTC TRAINING CENTRE,Internship for Company Secretarial Student,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Education,1 - 50 Employees
Posted on 17-Feb-22,Grov Design Studio,Purchasing Officer,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Others,
Posted on 25-Feb-22,T&H STAINLESS STEEL WORKS,General worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,
Posted on 27-Feb-22,Swiss Profile,Operator /  Factory Worker,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 3-Mar-22,PARADIGM AEROSPACE SDN. BHD.,HR Internship,,Not Specified,Not Specified,,Internship,"Manufacturing,Manufacturing",Aerospace / Aviation / Airline,1 - 50 Employees
Posted on 19-Feb-22,RUHO CORPORATION,Storehand,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 21-Feb-22,Iconic Medicare,E-commerce Supervisor & Inventory Handler,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",Healthcare / Medical,201 - 500 Employees
Posted on 19-Feb-22,DERMAJASS,PRODUCTION SUPERVISOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Grooming / Beauty / Fitness,1 - 50 Employees
Posted on 1-Mar-22,Flex,Program Admin,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,1 - 50 Employees
Posted on 20-Feb-22,PAN NORTH PLASTIC INDUSTRIES,Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 24-Feb-22,Silitech Technology Corporation,PC Clerk,,Not Specified,Not Specified,,Full-Time,"Building/Construction,Civil/Construction",Automobile / Automotive Ancillary / Vehicle,1001 - 2000 Employees
Posted on 3-Mar-22,ANN JOO STEEL,DRIVER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",Manufacturing / Production,1001 - 2000 Employees
Posted on 28-Feb-22,Optics Balzers Malaysia,Production Engineer (Optical Coating),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,201 - 500 Employees
Posted on 16-Feb-22,Teepham Medical,Purchasing Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Retail / Merchandise,51 - 200 Employees
Posted on 24-Feb-22,PKT Logistics,Industrial Engineering,,Not Specified,Not Specified,,Full-Time,"Engineering,Industrial Engineering",Transportation / Logistics,1 - 50 Employees
Posted on 12-Mar-22,Dell,"Accounting Advisor, Global Ops Accounting",,Not Specified,Not Specified,,,"Accounting/Finance,General/Cost Accounting",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 9-Mar-22,Season Malaysia Manufacturing,Marketing Executive,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Eng/Tech/IT",Manufacturing / Production,51 - 200 Employees
Posted 11 hours ago,Skymind Holdings,Admin Executive,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Computer / Information Technology (Software),51 - 200 Employees
Posted on 10-Mar-22,Bosch,"Internship Program at Robert Bosch Automotive Steering Sdn Bhd, Penang",,Not Specified,Not Specified,,Internship,"Services,Logistics/Supply Chain",Manufacturing / Production,1001 - 2000 Employees
Posted on 10-Mar-22,RUHO CORPORATION,GENERAL CLERK,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Jabil,Assistant Quality Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",Electrical & Electronics,More than 5000 Employees
Posted on 9-Mar-22,Jabil,Assistant Finance Manager,,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,General/Cost Accounting",Electrical & Electronics,More than 5000 Employees
Posted on 10-Mar-22,Western Digital,"Technician 2, Quality Engineering",,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Electrical & Electronics,2001 - 5000 Employees
Posted on 9-Mar-22,City-Link Express and Logistics (S) Pte Ltd,Credit Control Assistant,,Not Specified,Not Specified,,,"Accounting/Finance,General/Cost Accounting",Transportation / Logistics,2001 - 5000 Employees
Posted on 16-Feb-22,Flex,IT Business System Analyst,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Software",Electrical & Electronics,1 - 50 Employees
Posted 11 hours ago,TrackR,Technical Buyer - Technical,,Not Specified,Not Specified,,,"Engineering,Electronics",,
Posted on 10-Mar-22,TRANSAIRMARINE FREIGHT SERVICES SDN. BHD.,"Accounts Clerk (GEORGETOWN, PENANG)",,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,General/Cost Accounting",Transportation / Logistics,51 - 200 Employees
Posted on 16-Feb-22,AMD,SMTS Product Development Eng.,,Not Specified,Not Specified,,,"Engineering,Electronics",Law / Legal,1 - 50 Employees
Posted on 9-Mar-22,Season Malaysia Manufacturing,Senior Process Engineer,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Manufacturing / Production,51 - 200 Employees
Posted on 24-Feb-22,BRISDAC TECHNOLOGY,Production Trainee,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,51 - 200 Employees
Posted on 23-Feb-22,MB SUCCESS SDN. BHD.,Full Set Account,,Not Specified,Not Specified,,Full-Time,"Accounting/Finance,General/Cost Accounting",Others,
Posted on 17-Feb-22,Grov Design Studio,ID Project Site Supervisor,,Not Specified,Not Specified,,Full-Time,"Building/Construction,Architect/Interior Design",Others,
Posted on 24-Feb-22,Ixora Hotel Penang,MARCOM Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Hotel / Hospitality,51 - 200 Employees
Posted on 2-Mar-22,Cisco Systems,Data Analyst (Full Time) - Malaysia,,Not Specified,Not Specified,,,"Computer/Information Technology,IT-Software",Computer / Information Technology (Software),
Posted on 5-Mar-22,Intel,Product Development Engineer,,Not Specified,Not Specified,,Internship,"Engineering,Electronics",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 5-Mar-22,Western Digital,Assembly Process Technician,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,2001 - 5000 Employees
Posted on 7-Mar-22,Bosch,Production Trainer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 1-Mar-22,VALEO MALAYSIA CDA,PTM Process & Manufacturing Engineer (Molding),,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,501 - 1000 Employees
Posted on 10-Mar-22,Greatech Integration,HR Executive (Recruitment),,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",Manufacturing / Production,501 - 1000 Employees
Posted on 9-Mar-22,Season Malaysia Manufacturing,Quality System Officer,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 5-Mar-22,Toll Group,"Business Process CI, Data Analytics & Solutions Specialist",,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",Transportation / Logistics,1 - 50 Employees
Posted on 9-Mar-22,Season Malaysia Manufacturing,HR & Admin Executive,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",Manufacturing / Production,51 - 200 Employees
Posted on 12-Mar-22,Dell,Financial Analysis Advisor,,Not Specified,Not Specified,,,"Accounting/Finance,General/Cost Accounting",Computer/Information Technology (Hardware),2001 - 5000 Employees
Posted on 2-Mar-22,LYE IMM MANUFACTURING,PACKING OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",General & Wholesale Trading,51 - 200 Employees
Posted on 7-Mar-22,Lingkaran Luar Butterworth (Pg) Sdn Bhd,JURUTOL,,Not Specified,Not Specified,,Full-Time,"Education/Training,Education",Construction / Building / Engineering,51 - 200 Employees
Posted on 6-Mar-22,CITY ZONE EXPRESS,Pemandu Lori,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Transportation / Logistics,51 - 200 Employees
